,employeeno,trainings_attended,last_performance_score,targets_met,previous_award,training_score_average,no_of_previous_employers,promoted_or_not,age,working_for,is_female,schooled_abroad,is_married,was_disciplined,was_moved,division_Business Finance Operations,division_Commercial Sales and Marketing,division_Customer Support and Field Operations,division_Information Technology and Solution Support,division_Information and Strategy,division_People/HR Management,division_Regulatory and Legal services,division_Research and Innovation,division_Sourcing and Purchasing,channel_of_recruitment_Agency and others,channel_of_recruitment_Direct Internal process,channel_of_recruitment_Referral and Special candidates,qualification_First Degree or HND,"qualification_MSc, MBA and PhD",qualification_Non-University Education
5828,YAK/S/08227,3,7.5,1,0,78,1,0,35,10,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5829,YAK/S/08228,2,10.0,0,0,73,0,0,37,9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5830,YAK/S/08229,2,7.5,0,0,55,1,0,27,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5831,YAK/S/08231,4,2.5,0,0,41,1,0,29,7,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5832,YAK/S/08232,2,5.0,0,0,60,0,0,31,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5833,YAK/S/08234,2,7.5,1,0,73,1,0,34,10,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5834,YAK/S/08236,2,5.0,0,0,56,1,0,43,15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5835,YAK/S/08237,2,7.5,0,0,50,0,0,34,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5836,YAK/S/08238,2,7.5,0,0,42,1,0,30,8,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5837,YAK/S/08239,2,10.0,0,0,63,0,0,36,10,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5838,YAK/S/08240,2,7.5,0,0,53,0,0,39,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5839,YAK/S/08241,2,0.0,1,0,39,1,0,26,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5840,YAK/S/08242,4,12.5,0,0,52,0,0,30,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5841,YAK/S/08245,2,10.0,0,0,52,0,0,51,21,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5842,YAK/S/08247,2,10.0,1,0,89,3,1,30,9,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5843,YAK/S/08249,2,12.5,1,0,59,0,0,41,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5844,YAK/S/08250,2,10.0,1,0,42,0,1,28,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5845,YAK/S/08251,2,7.5,0,0,43,1,0,28,5,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5846,YAK/S/08252,2,12.5,1,0,58,1,0,30,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5847,YAK/S/08255,2,7.5,0,0,72,1,0,48,6,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5848,YAK/S/08258,2,10.0,0,0,74,1,0,55,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5849,YAK/S/08259,2,10.0,1,0,45,1,0,31,5,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5850,YAK/S/08261,2,12.5,1,0,40,0,0,47,9,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5851,YAK/S/08263,2,0.0,0,0,45,0,0,27,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5852,YAK/S/08264,3,2.5,0,0,38,0,0,28,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5853,YAK/S/08265,2,2.5,0,0,40,0,0,56,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5854,YAK/S/08266,2,12.5,1,0,41,3,0,35,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5855,YAK/S/08267,2,7.5,0,0,40,1,0,44,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5856,YAK/S/08268,4,7.5,0,0,52,1,0,26,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5857,YAK/S/08270,2,7.5,0,0,69,1,0,36,9,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
5858,YAK/S/08273,2,0.0,0,0,45,0,0,22,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5859,YAK/S/08277,3,7.5,0,0,39,0,0,31,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5860,YAK/S/08279,2,2.5,0,0,72,0,0,34,9,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
5861,YAK/S/08281,2,12.5,1,0,44,1,0,29,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5862,YAK/S/08282,2,12.5,1,1,62,1,0,35,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5863,YAK/S/08285,2,12.5,1,0,39,0,0,32,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5864,YAK/S/08286,2,10.0,1,0,73,0,0,31,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5865,YAK/S/08288,2,2.5,0,0,40,1,0,46,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5866,YAK/S/08289,2,12.5,1,0,48,0,0,43,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5867,YAK/S/08291,2,10.0,0,0,72,1,0,41,5,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5868,YAK/S/08292,3,7.5,1,0,54,0,0,35,5,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5869,YAK/S/08293,2,10.0,0,0,43,1,0,32,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5870,YAK/S/08294,3,7.5,0,0,52,2,0,29,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5871,YAK/S/08295,2,12.5,1,0,40,1,0,46,23,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5872,YAK/S/08296,2,2.5,0,0,43,2,0,35,8,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5873,YAK/S/08297,2,10.0,0,0,43,1,0,34,7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5874,YAK/S/08298,3,12.5,1,0,38,0,0,37,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5875,YAK/S/08299,2,5.0,0,0,60,1,0,23,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5876,YAK/S/08301,2,7.5,0,0,54,0,0,40,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5877,YAK/S/08302,2,7.5,1,0,78,5,0,29,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5878,YAK/S/08303,2,0.0,0,0,63,1,0,27,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5879,YAK/S/08306,3,5.0,0,0,50,0,0,27,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
5880,YAK/S/08307,2,12.5,1,0,51,0,0,40,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
5881,YAK/S/08308,2,7.5,0,0,80,1,0,29,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5882,YAK/S/08309,2,12.5,0,0,47,0,0,35,4,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5883,YAK/S/08311,2,7.5,1,0,72,0,0,46,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5884,YAK/S/08312,2,7.5,0,0,51,2,0,35,6,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5885,YAK/S/08313,2,2.5,0,0,43,1,0,42,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5886,YAK/S/08314,2,12.5,1,0,76,2,0,29,8,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5887,YAK/S/08316,2,7.5,1,0,77,3,1,30,6,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5888,YAK/S/08317,2,12.5,1,0,46,1,0,35,10,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5889,YAK/S/08318,2,7.5,1,0,41,0,0,26,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5890,YAK/S/08319,2,5.0,0,0,38,0,0,40,14,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5891,YAK/S/08323,2,10.0,1,0,52,1,0,30,8,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5892,YAK/S/08324,2,7.5,0,0,42,1,0,36,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5893,YAK/S/08325,3,12.5,1,0,52,1,0,46,19,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5894,YAK/S/08326,2,7.5,0,0,74,1,0,37,8,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5895,YAK/S/08327,2,7.5,0,0,65,1,0,38,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5896,YAK/S/08328,2,0.0,0,0,36,1,0,25,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5897,YAK/S/08329,2,7.5,0,0,40,3,0,41,16,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5898,YAK/S/08330,3,10.0,0,0,55,1,0,25,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5899,YAK/S/08333,2,10.0,1,0,52,5,0,42,14,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5900,YAK/S/08334,2,12.5,1,0,53,1,0,33,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5901,YAK/S/08335,3,5.0,0,0,50,1,0,28,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5902,YAK/S/08336,2,7.5,0,0,58,0,0,42,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5903,YAK/S/08337,3,7.5,1,0,40,1,1,41,12,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5904,YAK/S/08339,2,7.5,0,0,43,1,0,37,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5905,YAK/S/08342,2,10.0,0,0,73,4,0,41,12,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5906,YAK/S/08343,2,10.0,1,0,39,0,0,46,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5907,YAK/S/08344,2,12.5,0,0,58,0,1,39,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5908,YAK/S/08345,2,7.5,0,0,60,1,0,28,5,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5909,YAK/S/08347,4,7.5,0,0,46,2,0,33,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5910,YAK/S/08350,4,7.5,0,0,44,0,0,25,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5911,YAK/S/08351,2,12.5,1,0,46,1,0,40,10,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5912,YAK/S/08352,2,0.0,1,0,40,0,0,20,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5913,YAK/S/08354,2,12.5,1,0,41,1,0,52,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5914,YAK/S/08358,2,5.0,0,0,43,1,0,33,8,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5915,YAK/S/08360,2,10.0,0,0,78,1,0,32,10,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
5916,YAK/S/08361,2,0.0,0,0,53,1,0,25,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5917,YAK/S/08363,2,10.0,1,1,39,3,0,45,3,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5918,YAK/S/08364,2,12.5,1,0,70,0,0,28,8,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
5919,YAK/S/08365,2,7.5,1,0,82,3,1,28,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5920,YAK/S/08367,2,7.5,0,0,61,1,1,44,17,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5921,YAK/S/08369,2,7.5,1,0,50,3,0,32,3,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
5922,YAK/S/08370,2,7.5,1,0,44,0,1,35,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5923,YAK/S/08372,2,10.0,1,0,74,2,0,19,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
5924,YAK/S/08379,4,12.5,1,0,46,5,0,42,14,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5925,YAK/S/08380,2,10.0,1,0,40,0,1,26,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5926,YAK/S/08381,2,2.5,0,0,59,3,0,34,10,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5927,YAK/S/08384,2,7.5,0,0,52,0,0,42,15,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5928,YAK/S/08386,2,10.0,1,0,51,1,0,25,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5929,YAK/S/08388,2,7.5,0,0,58,0,0,37,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5930,YAK/S/08389,2,5.0,0,0,77,1,0,27,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5931,YAK/S/08390,3,12.5,1,0,52,0,0,46,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5932,YAK/S/08391,2,10.0,0,0,50,0,0,40,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5933,YAK/S/08392,2,7.5,0,0,74,5,0,40,6,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5934,YAK/S/08394,5,7.5,0,0,59,1,0,28,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5935,YAK/S/08397,2,7.5,1,0,77,1,0,30,7,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5936,YAK/S/08398,2,10.0,0,0,40,3,0,27,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5937,YAK/S/08400,2,7.5,0,0,41,0,0,31,7,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5938,YAK/S/08402,2,7.5,1,0,40,1,0,49,18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5939,YAK/S/08403,3,12.5,1,0,58,0,0,47,3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5940,YAK/S/08404,3,2.5,0,0,44,0,0,34,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5941,YAK/S/08405,2,2.5,0,0,43,0,0,23,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5942,YAK/S/08407,2,7.5,0,0,73,5,0,36,7,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5943,YAK/S/08408,2,12.5,0,0,37,1,0,34,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
5944,YAK/S/08410,2,2.5,0,0,39,1,0,24,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5945,YAK/S/08412,2,7.5,0,0,54,5,0,26,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5946,YAK/S/08413,3,7.5,0,0,77,1,0,28,5,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
5947,YAK/S/08414,2,12.5,1,0,50,1,0,36,7,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5948,YAK/S/08415,2,2.5,0,0,40,3,0,55,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5949,YAK/S/08416,2,10.0,1,0,68,0,0,44,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5950,YAK/S/08417,2,0.0,1,0,75,1,0,24,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5951,YAK/S/08419,2,10.0,0,0,53,0,1,31,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
5952,YAK/S/08420,2,7.5,0,0,73,6,0,25,4,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5953,YAK/S/08421,2,7.5,0,0,42,0,0,34,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5954,YAK/S/08423,2,5.0,1,0,65,1,0,23,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
5955,YAK/S/08424,2,12.5,1,0,42,1,0,25,3,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
5956,YAK/S/08425,3,12.5,0,0,52,1,1,29,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5957,YAK/S/08426,2,7.5,0,0,52,0,0,44,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5958,YAK/S/08427,2,12.5,1,0,75,1,0,26,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
5959,YAK/S/08428,2,2.5,0,0,42,1,0,33,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5960,YAK/S/08430,2,7.5,1,0,63,1,0,34,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5961,YAK/S/08431,2,12.5,0,0,46,0,0,35,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5962,YAK/S/08432,2,7.5,1,1,43,1,0,29,6,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5963,YAK/S/08433,2,10.0,0,0,57,1,0,49,5,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5964,YAK/S/08437,2,7.5,1,0,49,0,0,33,7,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
5965,YAK/S/08438,2,7.5,0,1,68,1,1,45,6,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5966,YAK/S/08440,2,10.0,0,0,59,1,0,31,6,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5967,YAK/S/08442,2,12.5,1,0,49,3,0,32,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
5968,YAK/S/08443,3,7.5,0,0,58,0,0,30,8,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0
5969,YAK/S/08446,2,12.5,1,0,40,1,0,34,5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
5970,YAK/S/08447,2,12.5,1,0,76,0,0,36,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
5971,YAK/S/08448,2,12.5,1,0,43,1,1,38,5,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
5972,YAK/S/08450,2,12.5,1,0,51,0,0,29,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5973,YAK/S/08452,2,10.0,0,0,37,4,0,24,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5974,YAK/S/08453,2,2.5,0,0,43,1,0,36,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5975,YAK/S/08454,2,2.5,1,0,70,1,0,35,5,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5976,YAK/S/08455,3,12.5,1,0,55,1,0,23,4,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5977,YAK/S/08456,3,2.5,0,0,40,1,0,30,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5978,YAK/S/08458,2,7.5,0,0,50,0,0,40,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
5979,YAK/S/08459,2,7.5,0,0,51,1,0,30,6,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
5980,YAK/S/08460,2,12.5,0,0,41,2,0,34,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5981,YAK/S/08463,2,7.5,0,0,73,1,0,27,4,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5982,YAK/S/08464,3,7.5,0,0,43,1,0,29,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5983,YAK/S/08465,3,0.0,0,0,35,3,0,27,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5984,YAK/S/08467,2,5.0,0,0,52,1,0,42,12,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5985,YAK/S/08468,2,12.5,1,0,72,0,0,29,3,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5986,YAK/S/08469,3,10.0,0,0,49,1,0,27,4,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
5987,YAK/S/08470,3,10.0,0,0,41,0,0,26,4,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5988,YAK/S/08472,2,12.5,1,0,62,1,0,36,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
5989,YAK/S/08473,2,0.0,0,0,42,1,0,21,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
5990,YAK/S/08474,2,0.0,1,0,55,0,0,28,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
5991,YAK/S/08475,2,7.5,0,0,76,1,0,30,6,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
5992,YAK/S/08477,2,2.5,0,0,76,1,0,28,7,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
5993,YAK/S/08479,2,10.0,1,0,52,1,0,33,8,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
5994,YAK/S/08480,2,12.5,0,0,41,0,0,32,8,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
5995,YAK/S/08481,2,5.0,0,0,73,1,0,28,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
5996,YAK/S/08482,2,12.5,1,0,42,1,1,30,7,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
5997,YAK/S/08483,2,2.5,0,0,48,1,0,23,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
5998,YAK/S/08484,2,0.0,0,0,65,1,0,22,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5999,YAK/S/08485,2,5.0,0,0,51,1,0,35,8,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6000,YAK/S/08486,3,0.0,0,0,44,1,0,25,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
6001,YAK/S/08487,2,5.0,0,0,78,0,0,34,3,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
6002,YAK/S/08488,2,7.5,1,1,56,1,0,34,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6003,YAK/S/08490,2,0.0,0,0,44,1,0,26,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
6004,YAK/S/08491,2,12.5,1,0,54,1,0,46,18,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6005,YAK/S/08492,2,12.5,0,0,38,1,0,28,2,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
6006,YAK/S/08493,2,7.5,0,0,75,0,1,32,9,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
6007,YAK/S/08494,2,12.5,0,0,42,1,0,29,7,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
6008,YAK/S/08496,2,7.5,0,0,52,1,0,30,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6009,YAK/S/08497,2,10.0,0,0,52,1,0,45,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
6010,YAK/S/08499,2,10.0,1,1,88,1,1,23,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
6011,YAK/S/08500,2,2.5,0,0,50,1,0,27,3,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
6012,YAK/S/08501,2,12.5,0,0,39,0,0,31,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
6013,YAK/S/08503,2,7.5,0,0,66,0,0,27,7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
6014,YAK/S/08504,2,10.0,0,0,43,0,0,29,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
6015,YAK/S/08506,3,5.0,1,0,83,1,0,28,5,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
6016,YAK/S/08507,2,12.5,0,0,42,1,0,31,3,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
6017,YAK/S/08508,2,12.5,1,0,45,1,0,33,7,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
